"Processor_Number","Vertical_Segment","nb_of_Cores","nb_of_Threads","Max_nb_of_Memory_Channels","PCI_Express_Revision","Max_nb_of_PCI_Express_Lanes","Price_USD","Launch_Year","Lithography_nm","Base_Frequency_GHz","Turbo_Frequency_GHz","Cache_MB","TDP_W","Max_Memory_GB","Memory_Bandwidth_GBs"
"i7-6920HQ","Mobile",4,8,2,3,16,568,2015,14,2.9,3.8,8,45,64,34.1
"i7-6970HQ","Mobile",4,8,2,3,16,623,2016,14,2.8,3.7,8,45,64,34.1
"i5-6260U","Mobile",2,4,2,3,12,304,2015,14,1.8,2.9,4,15,32,34.1
"i5-6200U","Mobile",2,4,2,3,12,281,2015,14,2.3,2.8,3,15,32,34.1
"i5-6300U","Mobile",2,4,2,3,12,281,2015,14,2.4,3,3,15,32,34.1
"i5-6300HQ","Mobile",4,4,2,3,16,250,2015,14,2.3,3.2,6,45,64,34.1
"i5-6350HQ","Mobile",4,4,2,3,16,306,2016,14,2.3,3.2,6,45,64,34.1
"i5-6360U","Mobile",2,4,2,3,12,304,2015,14,2,3.1,4,15,32,34.1
"i5-6442EQ","Embedded",4,4,2,3,16,250,2015,14,1.9,2.7,6,25,64,34.1
"i5-6440HQ","Mobile",4,4,2,3,16,250,2015,14,2.6,3.5,6,45,64,34.1
"i5-6440EQ","Embedded",4,4,2,3,16,250,2015,14,2.7,3.4,6,45,64,34.1
"i5-6400T","Desktop",4,4,2,3,16,182,2015,14,2.2,2.8,6,35,64,34.1
"i5-6400","Desktop",4,4,2,3,16,222.5,2015,14,2.7,3.3,6,65,64,34.1
"i5-6402P","Desktop",4,4,2,3,16,222.5,2015,14,2.8,3.4,6,65,64,34.1
"i5-6500TE","Embedded",4,4,2,3,16,192,2015,14,2.3,3.3,6,35,64,34.1
"i5-6500T","Desktop",4,4,2,3,16,192,2015,14,2.5,3.1,6,35,64,34.1
"i5-6500","Desktop",4,4,2,3,16,222.5,2015,14,3.2,3.6,6,65,64,34.1
"i5-6585R","Desktop",4,4,2,3,16,222.5,2016,14,2.8,3.6,6,65,64,34.1
"i5-6600T","Desktop",4,4,2,3,16,213,2015,14,2.7,3.5,6,35,64,34.1
"i5-6600K","Desktop",4,4,2,3,16,222.5,2015,14,3.5,3.9,6,91,64,34.1
"i5-6685R","Desktop",4,4,2,3,16,222.5,2016,14,3.2,3.8,6,65,64,34.1
"i5-6600","Desktop",4,4,2,3,16,222.5,2015,14,3.3,3.9,6,65,64,34.1
"i3-6006U","Mobile",2,4,2,3,12,281,2016,14,2,2,3,15,32,34.1
"i3-6100TE","Embedded",2,4,2,3,16,117,2015,14,2.7,2.7,4,35,64,34.1
"i3-6100T","Desktop",2,4,2,3,16,117,2015,14,3.2,3.2,3,35,64,34.1
"i3-6100","Desktop",2,4,2,3,16,117,2015,14,3.7,3.7,3,51,64,34.1
"i3-6167U","Mobile",2,4,2,3,12,304,2015,14,2.7,2.7,3,28,32,34.1
"i3-6157U","Mobile",2,4,2,3,12,304,2016,14,2.4,2.4,3,28,32,34.1
"i3-6102E","Embedded",2,4,2,3,16,225,2015,14,1.9,1.9,3,25,64,34.1
"i3-6100U","Mobile",2,4,2,3,12,281,2015,14,2.3,2.3,3,15,32,34.1
"i3-6100H","Mobile",2,4,2,3,16,225,2015,14,2.7,2.7,3,35,64,34.1
"i3-6320","Desktop",2,4,2,3,16,75,2015,14,3.9,3.9,4,51,64,34.1
"i3-6300T","Desktop",2,4,2,3,16,75,2015,14,3.3,3.3,4,35,64,34.1
"i3-6100E","Embedded",2,4,2,3,16,225,2015,14,2.7,2.7,3,35,64,34.1
"i3-6300","Desktop",2,4,2,3,16,75,2015,14,3.8,3.8,4,51,64,34.1
"M5-6Y54","Mobile",2,4,2,3,10,281,2015,14,1.1,2.7,4,4.5,16,29.8
"M5-6Y57","Mobile",2,4,2,3,10,281,2015,14,1.1,2.8,4,4.5,16,29.8
"M7-6Y75","Mobile",2,4,2,3,10,393,2015,14,1.2,3.1,4,4.5,16,29.8
"i7-5550U","Mobile",2,4,2,2,12,426,2015,14,2,3,4,15,16,25.6
"i7-5557U","Mobile",2,4,2,2,12,426,2015,14,3.1,3.4,4,28,16,25.6
